c1_plots_number,c2_plots_number,l1_plots_number,l2_plots_number,x_block_coordinate,y_block_coordinate,objectid,codmanzana,codsector,codsubsector,x_centroid_coordinate,y_centroid_coordinate,x_true_centroid_coordinate,y_true_centroid_coordinate,block_area,block_length,c1_length,c2_length,l1_length,l2_length,block_apexes_number,rectangular_form,square_form,is_multipart
-1,0,-2,-2,765597.44,8.997062e+06,10300,33038,3,33,765597.44,8.997062e+06,765597.44,8.997062e+06,5000.037,313.4944,,,,,9,,,f
-1,0,-2,-2,765596.3,8.997197e+06,10301,33004,3,33,765596.3,8.997197e+06,765596.3,8.997197e+06,5588.768,347.8454,,,,,6,,,f
-1,0,-2,-2,765663.4,8.997181e+06,10302,33026,3,33,765663.4,8.997181e+06,765663.4,8.997181e+06,7947.6387,444.50705,,,,,10,,,f
-1,0,-2,-2,765519.6,8.997126e+06,10303,33027,3,33,765519.6,8.997126e+06,765519.6,8.997126e+06,14382.826,630.4859,,,,,8,,,f
-1,0,-2,-2,765752.2,8.997177e+06,10304,33025,3,33,765752.2,8.997177e+06,765752.2,8.997177e+06,16567.697,771.5338,,,,,16,,,f
1,3,5,5,765154.9,8.99719e+06,10305,33002,3,33,765154.9,8.99719e+06,765154.9,8.99719e+06,856.45807,138.48622,12.1311245,55.8686,21.287611,49.19889,4,t,f,f
4,6,6,6,765156.9,8.997216e+06,10306,33001,3,33,765156.9,8.997216e+06,765156.9,8.997216e+06,2094.5688,196.95851,30.827557,72.081245,35.103497,58.946224,4,t,f,f
2,4,20,20,765213.4,8.997186e+06,10307,33032,3,33,765213.4,8.997186e+06,765213.4,8.997186e+06,4602.4316,329.5088,23.206894,113.368095,57.3617,135.5721,4,t,f,f
-1,0,-2,-2,765119.4,8.997178e+06,10308,33033,3,33,765119.4,8.997178e+06,765119.4,8.997178e+06,5310.306,346.2393,,,,,6,,,f
4,3,17,17,765349,8.997182e+06,10309,33030,3,33,765349,8.997182e+06,765349,8.997182e+06,6686.457,351.03326,63.369198,108.83574,53.06756,125.76077,4,t,f,f
9,3,19,19,765266.75,8.997166e+06,10310,33031,3,33,765266.75,8.997166e+06,765266.75,8.997166e+06,7533.6216,398.00497,69.71239,140.15582,40.503853,147.6329,4,t,f,f
1,1,-1,-1,765402.3,8.997176e+06,10311,33029,3,33,765402.3,8.997176e+06,765402.3,8.997176e+06,4617.3716,345.0221,33.188065,130.53435,35.37355,145.92613,4,t,f,f
-1,0,-2,-2,765484,8.997241e+06,10312,33003,3,33,765484,8.997241e+06,765484,8.997241e+06,1342.6406,179.19814,,,,,5,,,f
-1,0,-2,-2,765448.3,8.997165e+06,10313,33028,3,33,765448.3,8.997165e+06,765448.3,8.997165e+06,6675.169,375.79868,,,,,5,,,f
1,6,6,6,765668.5,8.996345e+06,10314,33172,3,33,765668.5,8.996345e+06,765668.5,8.996345e+06,4851.1123,299.57217,57.4714,106.58278,50.056797,85.46118,4,t,f,f
5,4,4,4,765710.8,8.996414e+06,10315,33162,3,33,765710.8,8.996414e+06,765710.8,8.996414e+06,2174.584,193.69716,50.49361,32.630947,56.42189,54.150715,4,t,f,f
6,6,7,7,765733.1,8.996332e+06,10316,33171,3,33,765733.1,8.996332e+06,765733.1,8.996332e+06,3713.1248,254.18068,56.105095,81.092255,56.00656,60.976772,4,t,f,f
5,6,9,9,765743.44,8.996475e+06,10317,33161,3,33,765743.44,8.996475e+06,765743.44,8.996475e+06,3744.2551,255.04169,58.073147,85.35639,52.850456,58.7617,4,t,f,f
9,9,1,1,765778.8,8.996401e+06,10318,33164,3,33,765778.8,8.996401e+06,765778.8,8.996401e+06,4274.297,273.8482,59.092358,70.97194,86.82827,56.955624,4,t,f,f
4,2,9,9,765784.94,8.996543e+06,10319,33158,3,33,765784.94,8.996543e+06,765784.94,8.996543e+06,3324.2585,231.0306,53.76698,61.323326,54.98202,60.958275,4,t,f,f
4,2,8,8,765807.7,8.996457e+06,10320,33163,3,33,765807.7,8.996457e+06,765807.7,8.996457e+06,2276.9634,206.55049,53.72217,61.81688,22.003101,69.00833,4,t,f,f
5,8,7,7,765845.9,8.996508e+06,10321,33157,3,33,765845.9,8.996508e+06,765845.9,8.996508e+06,3931.1584,251.06392,61.091248,66.22139,60.83838,62.912895,4,t,f,f
9,9,4,4,765886.06,8.996571e+06,10322,33125,3,33,765886.06,8.996571e+06,765886.06,8.996571e+06,4313.6777,263.11163,61.908073,70.70723,63.847298,66.64904,4,t,f,f
-1,0,-2,-2,765897.9,8.996466e+06,10323,33165,3,33,765897.9,8.996466e+06,765897.9,8.996466e+06,3443.1921,248.12875,,,,,6,,,f
2,2,8,8,765937.9,8.996541e+06,10324,33156,3,33,765937.9,8.996541e+06,765937.9,8.996541e+06,1851.0966,185.20395,29.132595,63.94526,29.326004,62.800087,4,t,f,f
5,4,6,6,765821.9,8.996608e+06,10325,33122,3,33,765821.9,8.996608e+06,765821.9,8.996608e+06,3378.894,232.85097,54.563507,61.31108,55.636467,61.339912,4,t,f,f
5,7,2,2,765854.4,8.996663e+06,10326,33121,3,33,765854.4,8.996663e+06,765854.4,8.996663e+06,2375.52,197.16946,41.9852,56.9729,41.895023,56.316338,4,t,f,f
3,2,4,4,765898.25,8.996709e+06,10327,33110,3,33,765898.25,8.996709e+06,765898.25,8.996709e+06,1300.48,153.42221,24.717236,51.359184,25.88476,51.46103,4,t,f,f
7,6,6,6,765921.5,8.996626e+06,10328,33123,3,33,765921.5,8.996626e+06,765921.5,8.996626e+06,3171.2817,233.68631,41.88254,75.182106,44.622715,71.99895,4,t,f,f
5,6,1,1,765918.6,8.996773e+06,10329,33099,3,33,765918.6,8.996773e+06,765918.6,8.996773e+06,2776.0159,210.98138,50.449173,55.32355,50.25014,54.958527,4,t,f,f
8,5,5,5,765954.2,8.996678e+06,10330,33124,3,33,765954.2,8.996678e+06,765954.2,8.996678e+06,3781.9888,252.39494,49.930477,78.02755,48.443203,75.99371,4,t,f,f
-1,0,-2,-2,765958.2,8.996821e+06,10331,33100,3,33,765958.2,8.996821e+06,765958.2,8.996821e+06,4184.967,259.3216,,,,,5,,,f
6,1,17,17,766016.7,8.996459e+06,10332,33166,3,33,766016.7,8.996459e+06,766016.7,8.996459e+06,7902.0376,416.87988,50.04793,155.05244,50.125755,161.65375,4,t,f,f
-1,0,-2,-2,765981.4,8.99674e+06,10333,33109,3,33,765981.4,8.99674e+06,765981.4,8.99674e+06,3647.509,253.91684,,,,,5,,,f
-1,0,-2,-2,766026.44,8.996518e+06,10334,33155,3,33,766026.44,8.996518e+06,766026.44,8.996518e+06,7058.6265,385.2543,,,,,6,,,f
-1,0,-2,-2,765984.3,8.996891e+06,10335,33076,3,33,765984.3,8.996891e+06,765984.3,8.996891e+06,3354.7798,242.48666,,,,,5,,,f
7,5,2,2,765981.2,8.996594e+06,10336,33128,3,33,765981.2,8.996594e+06,765981.2,8.996594e+06,1855.9001,172.91661,40.0266,44.743393,41.301865,46.844753,4,t,f,f
-1,0,-2,-2,766012.75,8.996645e+06,10337,33127,3,33,766012.75,8.996645e+06,766012.75,8.996645e+06,1852.1089,173.96686,,,,,5,,,f
4,5,8,8,766051.25,8.996577e+06,10338,33131,3,33,766051.25,8.996577e+06,766051.25,8.996577e+06,4673.661,295.01413,58.470383,77.04731,50.691128,108.80531,4,t,f,f
-1,0,-2,-2,766053.56,8.996935e+06,10339,33066,3,33,766053.56,8.996935e+06,766053.56,8.996935e+06,4879.7163,387.9013,,,,,10,,,f
-1,0,-2,-2,766056.75,8.996786e+06,10340,33101,3,33,766056.75,8.996786e+06,766056.75,8.996786e+06,7025.91,469.7011,,,,,8,,,f
-1,0,-2,-2,766055.4,8.996866e+06,10341,33094,3,33,766055.4,8.996866e+06,766055.4,8.996866e+06,5473.508,314.19128,,,,,5,,,f
-1,0,-2,-2,766030.6,8.996705e+06,10342,33126,3,33,766030.6,8.996705e+06,766030.6,8.996705e+06,1273.698,156.76787,,,,,8,,,f
-1,0,-2,-2,766063.9,8.996985e+06,10343,33065,3,33,766063.9,8.996985e+06,766063.9,8.996985e+06,3434.6125,248.87537,,,,,6,,,f
-1,0,-2,-2,766068.75,8.996637e+06,10344,33130,3,33,766068.75,8.996637e+06,766068.75,8.996637e+06,2988.187,223.60759,,,,,5,,,f
6,6,4,4,766074.9,8.996704e+06,10345,33129,3,33,766074.9,8.996704e+06,766074.9,8.996704e+06,3036.4082,221.34315,51.406353,60.656193,49.310566,59.97003,4,t,f,f
2,2,5,5,765871.75,8.996724e+06,10346,33111,3,33,765871.75,8.996724e+06,765871.75,8.996724e+06,1255.2108,151.20338,25.075438,50.806232,24.175219,51.146503,4,t,f,f
2,2,6,6,766177.6,8.996914e+06,10347,33078,3,33,766177.6,8.996914e+06,766177.6,8.996914e+06,1330.6957,159.36168,23.548061,55.60948,24.123077,56.08106,4,t,f,f
2,2,6,6,766207.8,8.996913e+06,10348,33079,3,33,766207.8,8.996913e+06,766207.8,8.996913e+06,1370.4976,162.25034,23.883318,56.712513,24.108452,57.54605,4,t,f,f
2,2,6,6,766267.4,8.99691e+06,10349,33081,3,33,766267.4,8.99691e+06,766267.4,8.99691e+06,1380.8865,165.40283,23.24548,59.26196,23.192762,59.702625,4,t,f,f
1,2,6,6,766268.1,8.99698e+06,10350,33060,3,33,766268.1,8.99698e+06,766268.1,8.99698e+06,1388.4244,166.58629,23.042246,60.37496,23.049644,60.119442,4,t,f,f
2,2,7,7,766237.7,8.996912e+06,10351,33080,3,33,766237.7,8.996912e+06,766237.7,8.996912e+06,1405.8083,165.0391,24.237818,58.024666,23.865564,58.91104,4,t,f,f
3,2,5,5,766180.4,8.997052e+06,10352,33043,3,33,766180.4,8.997052e+06,766180.4,8.997052e+06,1434.2332,169.34929,23.410734,61.263958,23.410736,61.26386,4,f,t,f
2,2,6,6,766240.1,8.997051e+06,10353,33045,3,33,766240.1,8.997051e+06,766240.1,8.997051e+06,1440.2025,168.02835,23.812288,60.13997,24.18364,59.892456,4,t,f,f
5,1,3,3,766148.6,8.997046e+06,10354,33042,3,33,766148.6,8.997046e+06,766148.6,8.997046e+06,1456.3284,175.82614,40.795048,67.01835,8.038706,59.974033,4,t,f,f
3,2,6,6,766269.5,8.99705e+06,10355,33046,3,33,766269.5,8.99705e+06,766269.5,8.99705e+06,1462.5236,169.28537,23.987299,60.351116,24.404087,60.542866,4,t,f,f
2,3,5,5,766209.94,8.997051e+06,10356,33044,3,33,766209.94,8.997051e+06,766209.94,8.997051e+06,1466.7771,169.40512,24.263052,60.46404,24.285719,60.392303,4,f,t,f
2,2,6,6,766238.9,8.99698e+06,10357,33061,3,33,766238.9,8.99698e+06,766238.9,8.99698e+06,1468.4813,169.12544,24.414293,60.148426,24.414293,60.148426,4,f,t,f
3,2,5,5,766179,8.996982e+06,10358,33063,3,33,766179,8.996982e+06,766179,8.996982e+06,1470.409,170.06618,24.144295,60.944847,24.160526,60.8165,4,f,t,f
3,3,5,5,766209.2,8.996981e+06,10359,33062,3,33,766209.2,8.996981e+06,766209.2,8.996981e+06,1477.707,170.3951,24.368162,61.10099,24.118723,60.807217,4,t,f,f
3,3,6,6,766139.7,8.996916e+06,10360,33077,3,33,766139.7,8.996916e+06,766139.7,8.996916e+06,2154.317,187.56914,39.968407,52.268616,40.73436,54.597755,4,t,f,f
3,4,6,6,766140.44,8.996983e+06,10361,33064,3,33,766140.44,8.996983e+06,766140.44,8.996983e+06,2558.3235,206.77788,41.151802,63.27681,40.9751,61.374165,4,t,f,f
-1,0,-2,-2,766255.3,8.997184e+06,10362,33022,3,33,766255.3,8.997184e+06,766255.3,8.997184e+06,3172.0554,244.79942,,,,,7,,,f
5,2,13,13,766330.25,8.996454e+06,10363,33168,3,33,766330.25,8.996454e+06,766330.25,8.996454e+06,4795.0195,295.66895,48.79666,99.84454,47.32639,99.70134,4,t,f,f
6,5,14,14,766441.9,8.996571e+06,10364,33140,3,33,766441.9,8.996571e+06,766441.9,8.996571e+06,4920.736,297.8239,50.742157,99.121796,48.278175,99.68178,4,t,f,f
4,1,7,7,766441.3,8.99651e+06,10365,33152,3,33,766441.3,8.99651e+06,766441.3,8.99651e+06,4994.078,299.49643,50.177147,99.97002,50.102192,99.24706,4,t,f,f
2,5,13,13,766331.56,8.996512e+06,10366,33153,3,33,766331.56,8.996512e+06,766331.56,8.996512e+06,5048.832,300.52377,50.86308,99.83251,50.589657,99.23854,4,t,f,f
5,5,9,9,766222.75,8.996575e+06,10367,33135,3,33,766222.75,8.996575e+06,766222.75,8.996575e+06,5032.1455,300.92432,50.10128,100.241875,50.258373,100.32278,4,f,t,f
5,2,13,13,766443.9,8.99663e+06,10368,33139,3,33,766443.9,8.99663e+06,766443.9,8.99663e+06,5053.176,301.02875,50.057556,99.84206,51.059666,100.06947,4,t,f,f
2,2,12,12,766447.6,8.996836e+06,10369,33091,3,33,766447.6,8.996836e+06,766447.6,8.996836e+06,5927.945,318.1323,59.75547,99.24762,59.435684,99.69351,4,t,f,f
3,2,17,17,766452.9,8.997116e+06,10370,33019,3,33,766452.9,8.997116e+06,766452.9,8.997116e+06,5962.6807,319.0216,59.66955,99.22991,59.947124,100.17502,4,t,f,f
2,3,10,10,766446.44,8.996766e+06,10371,33104,3,33,766446.44,8.996766e+06,766446.44,8.996766e+06,5973.1465,319.2394,59.812904,99.97843,59.988766,99.459305,4,t,f,f
6,3,12,12,766454,8.997186e+06,10372,33018,3,33,766454,8.997186e+06,766454,8.997186e+06,5987.5054,319.47665,60.062412,99.44716,60.102417,99.86466,4,t,f,f
4,3,11,11,766339.7,8.996978e+06,10373,33059,3,33,766339.7,8.996978e+06,766339.7,8.996978e+06,5956.637,319.12482,59.79564,100.02877,59.350853,99.94955,4,t,f,f
2,3,9,9,766336.4,8.996768e+06,10374,33103,3,33,766336.4,8.996768e+06,766336.4,8.996768e+06,5986.443,319.73376,60.36062,99.936226,59.3737,100.06323,4,t,f,f
6,6,10,10,766337.44,8.996838e+06,10375,33092,3,33,766337.44,8.996838e+06,766337.44,8.996838e+06,5970.828,319.52148,60.696667,100.06943,58.586906,100.16847,4,t,f,f
5,7,13,13,766450.6,8.996976e+06,10376,33058,3,33,766450.6,8.996976e+06,766450.6,8.996976e+06,5983.8066,319.34085,60.015564,99.64996,60.175957,99.499374,4,f,t,f
7,8,10,10,766343.1,8.997118e+06,10377,33021,3,33,766343.1,8.997118e+06,766343.1,8.997118e+06,6006.041,320.51364,59.869125,99.82599,59.685883,101.13265,4,t,f,f
8,3,13,13,766341.25,8.997048e+06,10378,33047,3,33,766341.25,8.997048e+06,766341.25,8.997048e+06,5988.326,320.08905,59.832264,100.54584,59.461727,100.249214,4,t,f,f
3,3,10,10,766451.7,8.997046e+06,10379,33048,3,33,766451.7,8.997046e+06,766451.7,8.997046e+06,6003.459,319.77545,59.82725,98.98745,60.749832,100.2109,4,t,f,f
8,2,9,9,766335.44,8.996698e+06,10380,33136,3,33,766335.44,8.996698e+06,766335.44,8.996698e+06,6014.2593,320.3062,59.983818,99.913414,60.27217,100.1368,4,t,f,f
4,2,11,11,766445.06,8.996695e+06,10381,33138,3,33,766445.06,8.996695e+06,766445.06,8.996695e+06,6023.9307,320.49188,59.948044,99.82615,60.513176,100.20452,4,t,f,f
4,3,10,10,766449.06,8.996906e+06,10382,33083,3,33,766449.06,8.996906e+06,766449.06,8.996906e+06,6035.933,320.75958,60.425034,100.11575,60.23917,99.97963,4,f,t,f
6,4,11,11,766343.56,8.997188e+06,10383,33020,3,33,766343.56,8.997188e+06,766343.56,8.997188e+06,6171.053,324.24188,61.412823,100.873665,60.72389,101.23152,4,t,f,f
-1,0,-2,-2,766230.44,8.997119e+06,10384,33023,3,33,766230.44,8.997119e+06,766230.44,8.997119e+06,6243.6865,338.9241,,,,,5,,,f
4,2,21,21,766190.06,8.996456e+06,10385,33167,3,33,766190.06,8.996456e+06,766190.06,8.996456e+06,7901.5303,418.43103,50.26048,159.67029,48.662952,159.8373,4,t,f,f
4,4,22,22,766191.6,8.996515e+06,10386,33154,3,33,766191.6,8.996515e+06,766191.6,8.996515e+06,8044.076,421.02945,50.30554,160.56021,50.031364,160.13232,4,t,f,f
6,6,22,22,766193.7,8.996636e+06,10387,33133,3,33,766193.7,8.996636e+06,766193.7,8.996636e+06,8056.38,421.11804,50.38905,160.35294,50.126907,160.24915,4,t,f,f
2,1,17,17,766490.8,8.996452e+06,10388,33169,3,33,766490.8,8.996452e+06,766490.8,8.996452e+06,8867.859,491.22668,44.01788,206.08417,45.680717,195.44391,4,t,f,f
-1,0,-2,-2,766199.1,8.996845e+06,10389,33093,3,33,766199.1,8.996845e+06,766199.1,8.996845e+06,9571.023,432.01895,,,,,5,,,f
7,3,14,14,766195.3,8.996701e+06,10390,33132,3,33,766195.3,8.996701e+06,766195.3,8.996701e+06,9675.894,441.3553,60.14875,160.61769,60.55816,160.03067,4,t,f,f
-1,0,-2,-2,766194.3,8.996773e+06,10391,33102,3,33,766194.3,8.996773e+06,766194.3,8.996773e+06,10042.175,457.4007,,,,,5,,,f
-1,0,-2,-2,766334.7,8.996602e+06,10392,33137,3,33,766334.7,8.996602e+06,766334.7,8.996602e+06,10531.014,527.4545,,,,,8,,,f
-1,0,-2,-2,766094.5,8.997058e+06,10393,33041,3,33,766094.5,8.997058e+06,766094.5,8.997058e+06,5831.1855,371.12497,,,,,10,,,f
4,4,7,7,766145.5,8.997142e+06,10394,33024,3,33,766145.5,8.997142e+06,766145.5,8.997142e+06,4731.878,277.1462,61.104008,76.67984,60.991596,78.370766,4,t,f,f
2,2,7,7,766177,8.997224e+06,10395,33006,3,33,766177,8.997224e+06,766177,8.997224e+06,2118.6528,212.47618,29.023489,70.23295,29.32605,83.89369,4,t,f,f
-1,0,-2,-2,766224.25,8.997222e+06,10396,33007,3,33,766224.25,8.997222e+06,766224.25,8.997222e+06,4212.298,319.9023,,,,,9,,,f
1,4,7,7,766339,8.996908e+06,10397,33082,3,33,766339,8.996908e+06,766339,8.996908e+06,6026.5254,321.0096,59.68828,100.7622,60.1417,100.41743,4,t,f,f
-1,0,-2,-2,766346.94,8.997245e+06,10398,33008,3,33,766346.94,8.997245e+06,766346.94,8.997245e+06,3361.1816,263.50925,,,,,6,,,f
5,1,6,6,766454.9,8.997244e+06,10399,33009,3,33,766454.9,8.997244e+06,766454.9,8.997244e+06,3833.3464,276.62375,37.862614,99.74084,38.855274,100.16502,4,t,f,f
1,1,-1,-1,766138.56,8.996576e+06,10400,33134,3,33,766138.56,8.996576e+06,766138.56,8.996576e+06,2588.9973,203.59299,49.542564,51.722412,49.77561,52.552395,4,t,f,f
-1,0,-2,-2,766548.2,8.996568e+06,10401,33143,3,33,766548.2,8.996568e+06,766548.2,8.996568e+06,4340.2627,276.26276,,,,,5,,,f
3,3,11,11,766548.75,8.996508e+06,10402,33151,3,33,766548.75,8.996508e+06,766548.75,8.996508e+06,4738.3853,289.52203,50.50501,93.81768,49.61861,95.58074,4,t,f,f
2,3,9,9,766551.7,8.996628e+06,10403,33142,3,33,766551.7,8.996628e+06,766551.7,8.996628e+06,4907.6924,294.52777,50.724834,99.30873,52.160282,92.333916,4,t,f,f
2,2,15,15,766655.94,8.996505e+06,10404,33150,3,33,766655.94,8.996505e+06,766655.94,8.996505e+06,4918.5103,296.92886,50.06296,101.49565,50.15674,95.21351,4,t,f,f
-1,0,-2,-2,766777.9,8.996623e+06,10405,33147,3,33,766777.9,8.996623e+06,766777.9,8.996623e+06,5008.0503,297.15683,,,,,5,,,f
-1,0,-2,-2,766779.75,8.99669e+06,10406,33146,3,33,766779.75,8.99669e+06,766779.75,8.99669e+06,5779.4097,311.08633,,,,,5,,,f
3,2,9,9,766664.9,8.996691e+06,10407,33144,3,33,766664.9,8.996691e+06,766664.9,8.996691e+06,5918.75,318.46927,59.5559,99.8525,58.68902,100.37184,4,t,f,f
2,4,10,10,766559.3,8.996903e+06,10408,33084,3,33,766559.3,8.996903e+06,766559.3,8.996903e+06,5978.914,319.3399,59.747887,99.41346,60.19581,99.98274,4,t,f,f
6,2,12,12,766667.7,8.996832e+06,10409,33089,3,33,766667.7,8.996832e+06,766667.7,8.996832e+06,5974.483,319.36945,59.78196,99.841705,59.8918,99.854,4,f,t,f
2,4,9,9,766669.1,8.996902e+06,10410,33085,3,33,766669.1,8.996902e+06,766669.1,8.996902e+06,5989.969,319.72903,59.627052,99.57426,60.303535,100.22419,4,t,f,f
5,2,10,10,766555.06,8.996694e+06,10411,33141,3,33,766555.06,8.996694e+06,766555.06,8.996694e+06,5990.753,319.8423,59.730247,100.51844,60.054893,99.53872,4,t,f,f
3,2,10,10,766563.06,8.997114e+06,10412,33017,3,33,766563.06,8.997114e+06,766563.06,8.997114e+06,5967.9854,319.18008,59.068798,99.52998,60.589718,99.99161,4,t,f,f
5,3,10,10,766560.3,8.996974e+06,10413,33057,3,33,766560.3,8.996974e+06,766560.3,8.996974e+06,6008.171,320.0739,60.170868,100.307655,60.135174,99.46022,4,t,f,f
3,6,8,8,766556.44,8.996763e+06,10414,33105,3,33,766556.44,8.996763e+06,766556.44,8.996763e+06,6014.562,320.3176,59.92572,99.665726,60.33397,100.392166,4,t,f,f
2,3,12,12,766563.56,8.997184e+06,10415,33016,3,33,766563.56,8.997184e+06,766563.56,8.997184e+06,6024.7554,320.86673,60.7742,100.99354,59.2027,99.89629,4,t,f,f
5,4,11,11,766557.56,8.996834e+06,10416,33090,3,33,766557.56,8.996834e+06,766557.56,8.996834e+06,6029.164,320.8006,60.551277,100.355606,59.708023,100.185684,4,t,f,f
4,1,4,4,766666.2,8.996761e+06,10417,33108,3,33,766666.2,8.996761e+06,766666.2,8.996761e+06,6062.8105,321.25162,60.556374,99.9931,60.707478,99.99467,4,f,t,f
4,5,9,9,766561.5,8.997044e+06,10418,33049,3,33,766561.5,8.997044e+06,766561.5,8.997044e+06,6064.274,321.40704,60.84191,100.222435,60.26543,100.07726,4,t,f,f
-1,0,-2,-2,766659.8,8.996595e+06,10419,33145,3,33,766659.8,8.996595e+06,766659.8,8.996595e+06,11625.025,427.47302,,,,,5,,,f
1,1,-1,-1,766655.75,8.996449e+06,10420,33170,3,33,766655.75,8.996449e+06,766655.75,8.996449e+06,4476.925,299.60004,42.612385,102.30175,42.00576,112.68015,4,t,f,f
4,4,-1,-1,766937.44,8.997158e+06,10421,33011,3,33,766937.44,8.997158e+06,766937.44,8.997158e+06,1109.5414,135.9751,34.961754,24.932001,37.515327,38.566013,4,t,f,f
2,1,3,3,766903.4,8.997108e+06,10422,33012,3,33,766903.4,8.997108e+06,766903.4,8.997108e+06,5974.654,319.5725,59.4332,99.89964,59.960754,100.2789,4,t,f,f
-1,0,-2,-2,766781.6,8.997102e+06,10423,33051,3,33,766781.6,8.997102e+06,766781.6,8.997102e+06,4059.743,285.75262,,,,,9,,,f
4,2,13,13,766673.44,8.997107e+06,10424,33015,3,33,766673.44,8.997107e+06,766673.44,8.997107e+06,5027.264,300.7203,50.197987,100.1076,50.172752,100.24198,4,f,t,f
5,2,7,7,766903.5,8.997037e+06,10425,33053,3,33,766903.5,8.997037e+06,766903.5,8.997037e+06,5997.814,320.5071,60.011173,100.51272,59.191532,100.7917,4,t,f,f
7,3,12,12,766786,8.996969e+06,10426,33055,3,33,766786,8.996969e+06,766786,8.996969e+06,6007.4146,319.94208,60.3204,100.02395,60.156746,99.44097,4,t,f,f
3,3,13,13,766671.94,8.997042e+06,10427,33050,3,33,766671.94,8.997042e+06,766671.94,8.997042e+06,6006.308,320.1684,59.874767,100.194405,60.209408,99.8898,4,t,f,f
3,2,14,14,766670.2,8.996972e+06,10428,33056,3,33,766670.2,8.996972e+06,766670.2,8.996972e+06,6014.7627,320.14923,60.155155,99.29594,60.375595,100.32254,4,t,f,f
3,6,12,12,766787.2,8.997039e+06,10429,33052,3,33,766787.2,8.997039e+06,766787.2,8.997039e+06,5979.6025,319.75967,60.02404,100.30618,59.324085,100.10536,4,t,f,f
2,2,6,6,766906.4,8.996966e+06,10430,33054,3,33,766906.4,8.996966e+06,766906.4,8.996966e+06,6569.3174,336.09064,61.919003,106.05839,61.8969,106.21636,4,f,t,f
-1,0,-2,-2,766670.56,8.997167e+06,10431,33014,3,33,766670.56,8.997167e+06,766670.56,8.997167e+06,4891.7754,291.41653,,,,,6,,,f
-1,0,-2,-2,766604.25,8.99724e+06,10432,33010,3,33,766604.25,8.99724e+06,766604.25,8.99724e+06,9058.975,522.91974,,,,,16,,,f
6,6,10,10,766785.06,8.996913e+06,10433,33086,3,33,766785.06,8.996913e+06,766785.06,8.996913e+06,3599.9722,271.9999,35.999966,99.99999,35.999966,99.99999,4,f,t,f
3,3,10,10,766784.5,8.996879e+06,10434,33087,3,33,766784.5,8.996879e+06,766784.5,8.996879e+06,1799.9929,236.00026,18.000084,100.00009,17.999985,100.00009,4,f,t,f
3,3,10,10,766784.06,8.996852e+06,10435,33088,3,33,766784.06,8.996852e+06,766784.06,8.996852e+06,1799.9911,236.00005,18.000082,99.99999,17.999983,99.99999,4,f,t,f
6,6,10,10,766783.56,8.996818e+06,10436,33106,3,33,766783.56,8.996818e+06,766783.56,8.996818e+06,3599.9822,272.00012,36.000065,99.99999,36.000065,99.99999,4,f,t,f
2,2,10,10,766782.56,8.996758e+06,10437,33107,3,33,766782.56,8.996758e+06,766782.56,8.996758e+06,5999.983,320.00165,60.000916,100,60.00082,99.9999,4,f,t,f
3,2,14,14,766778.25,8.996564e+06,10438,33148,3,33,766778.25,8.996564e+06,766778.25,8.996564e+06,5288.2227,310.75714,49.786057,104.37967,50.936485,105.65492,4,t,f,f
3,1,0,0,766776.25,8.996503e+06,10439,33149,3,33,766776.25,8.996503e+06,766776.25,8.996503e+06,5273.6123,312.48325,50.045624,106.2425,48.63447,107.56064,4,t,f,f
-1,0,-2,-2,765077.4,8.995776e+06,10440,33189,3,33,765077.4,8.995776e+06,765077.4,8.995776e+06,2165.5862,207.09236,,,,,34,,,f
-1,0,-2,-2,764965.1,8.995808e+06,10441,33188,3,33,764965.1,8.995808e+06,764965.1,8.995808e+06,2986.9233,270.03995,,,,,34,,,f
-1,0,-2,-2,765167.6,8.99575e+06,10442,33190,3,33,765167.6,8.99575e+06,765167.6,8.99575e+06,1513.2163,163.23062,,,,,22,,,f
-1,0,-2,-2,766745.4,8.997148e+06,10443,33013,3,33,766745.4,8.997148e+06,766745.4,8.997148e+06,190.18976,66.62181,,,,,3,,,f
-1,0,-2,-2,764199.2,8.996817e+06,10444,12027,1,12,764199.2,8.996817e+06,764199.2,8.996817e+06,457.21213,89.57199,,,,,6,,,f
2,2,3,3,764323.8,8.996909e+06,10445,12016,1,12,764323.8,8.996909e+06,764323.8,8.996909e+06,881.73944,118.8842,28.350855,30.87639,28.570618,31.086334,4,t,f,f
-1,0,-2,-2,764238.7,8.99684e+06,10446,12028,1,12,764238.7,8.99684e+06,764238.7,8.99684e+06,953.93286,126.142334,,,,,5,,,f
4,4,0,0,764063.2,8.99672e+06,10447,12039,1,12,764063.2,8.99672e+06,764063.2,8.99672e+06,1138.2739,137.07825,28.56014,40.16224,27.987751,40.36811,4,t,f,f
6,7,0,0,764419.25,8.996957e+06,10448,12008,1,12,764419.25,8.996957e+06,764419.25,8.996957e+06,1591.579,159.58113,39.813637,39.577038,40.086502,40.10396,4,t,f,f
2,2,4,4,764199.7,8.996918e+06,10449,12015,1,12,764199.7,8.996918e+06,764199.7,8.996918e+06,1653.0206,169.51047,30.27947,54.533585,30.579079,54.118343,4,t,f,f
2,2,4,4,764247.44,8.996943e+06,10450,12014,1,12,764247.44,8.996943e+06,764247.44,8.996943e+06,1685.9537,172.4798,29.802338,56.242893,30.10434,56.33023,4,t,f,f
